,Experience (YY.MM),Age in YY.,Stay/Left,New Location,New Promotion,New Job Role Match,Agency,Direct,Employee Referral,Marr.,Single,other status,B1,B2,B3,other group,< =1,> 1 & < =3,Operation,Sales,Support,Female,Male,other
251,3.04,24.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
252,7.02,32.06,Stay,2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
253,12.02,38.11,Left,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
254,7.01,30.07,Stay,4,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
255,4.02,30.01,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
256,6.08,29.04,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
257,4.01,27.03,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
258,6.09,30.02,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
259,2.1,25.11,Stay,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
260,6.11,29.02,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
261,3.11,25.06,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
262,5.0,27.02,Left,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
263,7.11,27.11,Stay,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
264,4.05,30.11,Stay,7,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
265,5.0,28.04,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
266,3.04,26.05,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
267,6.05,29.09,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
268,12.01,34.02,Left,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
269,8.06,31.03,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
270,1.01,29.04,Stay,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
271,1.08,23.12,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
272,1.1,24.04,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
273,8.03,30.02,Stay,7,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
274,5.09,27.07,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
275,3.03,24.1,Left,7,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
276,2.05,25.03,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
277,6.04,30.08,Left,4,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
278,6.01,29.1,Stay,5,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
279,5.06,29.01,Stay,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
280,4.09,30.03,Stay,6,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
281,11.01,33.08,Stay,6,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
282,3.07,25.06,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
283,6.02,29.04,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
284,1.02,23.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
285,1.02,23.1,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
286,6.07,32.04,Stay,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
287,4.02,25.11,Left,7,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
288,2.02,24.06,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
289,3.09,30.06,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
290,3.02,26.01,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
291,3.09,27.07,Left,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
292,1.02,24.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
293,5.07,28.04,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
294,11.05,32.08,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
295,14.02,40.06,Stay,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
296,1.02,24.0,Stay,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
297,7.02,29.02,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
298,2.03,24.03,Left,7,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
299,4.06,26.12,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
300,5.1,30.09,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
301,2.09,27.05,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
302,6.02,29.02,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
303,1.07,25.03,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
304,4.07,26.05,Left,6,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
305,2.08,26.05,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
306,6.02,27.1,Left,6,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
307,5.02,27.04,Stay,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
308,3.07,28.06,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
309,2.03,23.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
310,1.03,24.04,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
311,3.0,25.1,Left,6,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
312,4.11,28.09,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
313,6.05,28.1,Left,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
314,2.08,24.07,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
315,5.03,27.12,Stay,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
316,4.02,27.06,Left,6,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
317,7.07,35.05,Stay,6,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
318,12.03,35.1,Stay,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
319,5.11,28.1,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
320,1.08,43.1,Stay,4,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
321,1.08,25.07,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
322,1.08,26.08,Stay,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
323,1.08,33.03,Left,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
324,1.03,24.02,Left,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
325,1.03,23.0,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
326,4.03,29.02,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
327,8.03,35.07,Stay,6,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
328,6.03,34.01,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
329,1.09,27.11,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
330,11.08,34.06,Stay,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
331,4.03,27.04,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
332,1.03,24.09,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
333,12.03,35.08,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
334,8.03,30.05,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
335,4.03,35.08,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
336,4.03,25.06,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
337,7.06,37.06,Stay,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
338,14.0,38.09,Stay,5,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
339,7.05,30.05,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
340,5.03,27.08,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
341,4.1,29.09,Stay,6,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
342,2.07,27.03,Stay,6,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
343,4.08,26.05,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
344,1.03,23.04,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
345,6.08,32.1,Left,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
346,3.02,27.11,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
347,5.03,27.07,Stay,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
348,12.1,40.02,Stay,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
349,3.11,29.0,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
350,2.06,23.08,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
351,3.1,26.03,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
352,15.05,37.03,Left,6,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
353,16.04,42.05,Stay,7,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
354,4.04,26.09,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
355,7.03,30.04,Left,5,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
356,5.1,26.1,Left,5,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
357,8.04,29.06,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
358,8.04,32.05,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
359,5.08,28.03,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
360,8.01,32.07,Stay,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
361,2.04,24.08,Stay,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
362,4.07,27.02,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
363,4.06,29.09,Left,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
364,15.04,37.02,Stay,5,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
365,6.04,31.03,Left,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
366,2.0,23.02,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
367,6.0,30.04,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
368,2.06,26.1,Left,5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
369,3.1,26.09,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
370,2.05,23.07,Stay,4,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
371,4.0,26.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
372,4.0,26.05,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
373,8.0,35.07,Stay,7,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
374,4.06,24.09,Stay,6,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
375,5.0,27.06,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
376,5.04,31.1,Left,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
377,10.07,37.06,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
378,6.0,28.11,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
379,4.05,27.08,Stay,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
380,5.05,28.02,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
381,4.11,27.03,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
382,9.04,31.01,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
383,4.09,26.08,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
384,5.07,27.07,Left,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
385,3.06,26.1,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
386,5.1,28.02,Left,4,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
387,5.1,29.04,Stay,6,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
388,7.05,30.02,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
389,8.07,37.04,Stay,6,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
390,6.07,28.09,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
391,2.04,24.05,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
392,3.11,25.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
393,6.02,29.07,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
394,2.01,25.11,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
395,6.03,31.07,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
396,8.11,31.04,Stay,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
397,18.05,47.09,Stay,7,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
398,4.1,29.02,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
399,2.0,24.05,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
400,6.04,29.09,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
401,4.08,27.08,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
402,5.0,29.02,Stay,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
403,1.05,24.02,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
404,9.06,32.07,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
405,4.01,28.05,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
406,3.0,25.09,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
407,5.01,26.08,Stay,7,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
408,4.03,24.09,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
409,13.05,37.08,Stay,6,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
410,21.06,45.05,Stay,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
411,5.1,28.06,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
412,5.02,31.03,Left,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
413,4.09,28.05,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
414,3.08,30.1,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
415,6.05,27.03,Left,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
416,2.04,24.02,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
417,3.11,26.11,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
418,6.05,29.01,Stay,6,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
419,9.02,30.07,Stay,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
420,13.08,37.09,Stay,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
421,5.11,28.04,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
422,6.05,30.04,Stay,6,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
423,4.04,26.03,Stay,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
424,5.07,28.0,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
425,1.05,23.12,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
426,13.1,37.11,Stay,7,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
427,6.11,28.05,Left,7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
428,5.02,27.04,Stay,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
429,5.01,26.07,Stay,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
430,4.06,31.06,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
431,4.06,26.01,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
432,4.06,27.06,Left,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
433,5.1,27.1,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
434,5.02,27.07,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
435,3.0,25.02,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
436,2.11,25.07,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
437,4.08,26.08,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
438,7.09,33.08,Stay,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
439,7.08,28.02,Stay,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
440,3.07,28.01,Left,7,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
441,4.1,28.07,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
442,1.07,25.11,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
443,7.06,34.06,Stay,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
444,3.08,26.08,Left,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
445,2.08,25.04,Left,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
446,11.06,32.0,Stay,6,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
447,8.06,31.05,Stay,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
448,3.02,28.01,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
449,5.0,28.11,Left,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
450,5.1,28.03,Stay,5,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
451,4.06,28.05,Left,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
452,8.07,30.11,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
453,4.03,29.05,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
454,3.11,28.03,Stay,7,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
455,11.07,38.06,Stay,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
456,1.08,28.05,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
457,6.07,27.06,Stay,6,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
458,2.07,25.12,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
459,4.06,26.11,Stay,5,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
460,9.01,32.06,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
461,4.01,28.08,Left,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
462,6.03,28.03,Stay,6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
463,6.02,28.09,Stay,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
464,1.07,27.04,Left,6,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
465,5.07,27.04,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
466,11.02,33.08,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
467,6.02,41.04,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
468,5.03,28.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
469,7.09,32.04,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
470,1.07,29.03,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
471,5.0,26.07,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
472,1.07,25.03,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
473,7.08,31.09,Stay,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
474,3.08,26.11,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
475,7.1,35.06,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
476,1.08,23.1,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
477,6.09,35.11,Stay,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
478,2.11,26.12,Left,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
479,4.08,30.05,Stay,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
480,7.11,29.06,Stay,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
481,6.11,27.08,Stay,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
482,7.03,30.11,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
483,1.08,24.01,Left,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
484,6.08,28.03,Stay,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
485,5.04,35.08,Stay,5,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
486,11.08,38.07,Stay,4,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
487,5.01,29.05,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
488,2.08,25.11,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
489,3.08,26.1,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
490,2.1,25.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
491,3.1,27.07,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
492,1.09,24.05,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
493,4.09,25.1,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
494,5.03,27.05,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
495,6.11,27.05,Stay,5,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
496,2.1,25.02,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
497,6.04,30.03,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
498,8.02,33.08,Stay,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
499,6.02,29.11,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
